provincia_nombre,canton_nombre,parroquia_nombre,sexo,electores,numero_de_actas,votos_en_blanco,votos_nulos,candidato_votos,candidato_nombre,op_siglas,candidato_estado,parroquia_estado
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,hombres,687,,2,8,7,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,hombres,687,,2,8,60,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,hombres,687,,2,8,112,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,hombres,687,,2,8,4,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,hombres,687,,2,8,92,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,hombres,687,,2,8,33,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,hombres,687,,2,8,0,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,hombres,687,,2,8,0,WASHINGTON_PESANTEZ_MUÑOZ,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,mujeres,794,,6,15,5,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,mujeres,794,,6,15,88,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,mujeres,794,,6,15,138,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,mujeres,794,,6,15,6,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,mujeres,794,,6,15,82,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,mujeres,794,,6,15,30,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,mujeres,794,,6,15,2,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,ARGENTINA,C._E._EN_BUENOS_AIRES,mujeres,794,,6,15,2,WASHINGTON_PESANTEZ_MUÑOZ,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,hombres,207,,0,0,1,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,hombres,207,,0,0,1,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,hombres,207,,0,0,14,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,hombres,207,,0,0,0,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,hombres,207,,0,0,8,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,hombres,207,,0,0,5,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,hombres,207,,0,0,0,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,hombres,207,,0,0,0,WASHINGTON_PESANTEZ_MUÑOZ,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,mujeres,160,,2,0,3,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,mujeres,160,,2,0,6,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,mujeres,160,,2,0,18,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,mujeres,160,,2,0,0,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,mujeres,160,,2,0,7,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,mujeres,160,,2,0,3,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,mujeres,160,,2,0,1,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,BOLIVIA,C._E._EN_LA_PAZ,mujeres,160,,2,0,0,WASHINGTON_PESANTEZ_MUÑOZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,hombres,96,,0,0,1,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,hombres,96,,0,0,3,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,hombres,96,,0,0,11,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,hombres,96,,0,0,0,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,hombres,96,,0,0,6,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,hombres,96,,0,0,4,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,hombres,96,,0,0,2,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,hombres,96,,0,0,0,WASHINGTON_PESANTEZ_MUÑOZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,mujeres,65,,0,0,1,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,mujeres,65,,0,0,2,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,mujeres,65,,0,0,4,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,mujeres,65,,0,0,0,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,mujeres,65,,0,0,4,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,mujeres,65,,0,0,1,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,mujeres,65,,0,0,2,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_BRASILIA,mujeres,65,,0,0,1,WASHINGTON_PESANTEZ_MUÑOZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,hombres,75,,0,1,0,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,hombres,75,,0,1,3,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,hombres,75,,0,1,9,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,hombres,75,,0,1,2,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,hombres,75,,0,1,19,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,hombres,75,,0,1,4,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,hombres,75,,0,1,0,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,hombres,75,,0,1,0,WASHINGTON_PESANTEZ_MUÑOZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,mujeres,58,,0,2,0,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,mujeres,58,,0,2,6,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,mujeres,58,,0,2,8,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,mujeres,58,,0,2,0,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,mujeres,58,,0,2,10,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,mujeres,58,,0,2,4,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,mujeres,58,,0,2,0,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_RIO_DE_JANEIRO,mujeres,58,,0,2,1,WASHINGTON_PESANTEZ_MUÑOZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,hombres,244,,1,5,1,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,hombres,244,,1,5,12,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,hombres,244,,1,5,32,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,hombres,244,,1,5,0,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,hombres,244,,1,5,26,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,hombres,244,,1,5,4,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,hombres,244,,1,5,0,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,hombres,244,,1,5,0,WASHINGTON_PESANTEZ_MUÑOZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,mujeres,190,,0,0,3,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,mujeres,190,,0,0,7,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,mujeres,190,,0,0,32,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,mujeres,190,,0,0,2,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,mujeres,190,,0,0,23,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,mujeres,190,,0,0,2,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,mujeres,190,,0,0,0,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,BRASIL,C._E._EN_SAO_PAULO,mujeres,190,,0,0,1,WASHINGTON_PESANTEZ_MUÑOZ,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,hombres,2281,,9,50,65,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,hombres,2281,,9,50,198,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,hombres,2281,,9,50,271,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,hombres,2281,,9,50,18,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,hombres,2281,,9,50,221,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,hombres,2281,,9,50,47,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,hombres,2281,,9,50,7,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,hombres,2281,,9,50,4,WASHINGTON_PESANTEZ_MUÑOZ,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,mujeres,2732,,16,89,66,ABDALA_BUCARAM,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,mujeres,2732,,16,89,290,CYNTHIA_VITERI_JIMENEZ,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,mujeres,2732,,16,89,338,GUILLERMO_LASSO,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,mujeres,2732,,16,89,15,IVAN_ESPINEL_MOLINA,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,mujeres,2732,,16,89,224,LENÍN_MORENO_GARCÉS,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,mujeres,2732,,16,89,54,PACO_MONCAYO_GALLEGOS,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,mujeres,2732,,16,89,10,PATRICIO_ZUQUILANDA_DUQUE,,,
AMERICA_LATINA_EL_CARIBE,CHILE,C._E._EN_SANTIAGO,mujeres,2732,,16,89,2,WASHINGTON_PESANTEZ_MUÑOZ,,,
